age,annual_income,country,device_type,traffic_source,campaign_type,pages_visited,session_duration,email_opens,email_clicks,previous_purchases,days_since_last_visit,discount_offered,ad_spend,converted
18,74315.0,UK,Desktop,Referral,Discount,4,441.0,0,0,2,0.0,15,10.63,1
22,41909.0,USA,Mobile,Email,Product Launch,6,298.0,4,1,0,19.0,15,17.68,1
22,65694.0,USA,Mobile,Instagram,Newsletter,4,179.0,1,0,0,5.0,0,11.85,0
26,83976.0,Australia,Desktop,Google,Discount,5,561.0,1,0,1,45.0,10,25.8,0
58,73344.0,USA,Mobile,Facebook,Product Launch,5,494.0,1,0,2,0.0,15,38.05,0
39,34346.0,USA,Tablet,Referral,Brand Awareness,5,367.0,0,0,1,24.0,0,13.32,0
50,81993.0,Canada,Mobile,Email,Newsletter,8,506.0,8,3,0,26.0,15,3.27,0
34,57040.0,USA,Mobile,Instagram,Newsletter,5,110.0,1,0,1,2.0,0,15.88,1
25,71999.0,UK,Mobile,Google,Newsletter,5,151.0,3,1,1,0.0,20,27.76,1
42,25000.0,USA,Mobile,Facebook,Retargeting,6,313.0,2,1,0,17.0,20,3.26,1
37,107438.0,USA,Desktop,Google,Product Launch,2,331.0,1,1,0,16.0,0,15.9,0
60,107288.0,USA,Mobile,Email,Retargeting,11,128.0,6,3,0,13.0,0,4.24,1
65,70766.0,Canada,Desktop,Google,Newsletter,3,149.0,1,0,0,7.0,5,23.29,0
51,36558.0,USA,Mobile,Instagram,Newsletter,4,380.0,1,0,1,69.0,0,14.9,1
69,78650.0,USA,Desktop,Email,Product Launch,3,462.0,3,3,0,8.0,10,7.91,0
18,115404.0,Canada,Mobile,Email,Retargeting,6,417.0,5,2,1,20.0,0,21.81,1
21,97089.0,USA,Desktop,Instagram,Retargeting,1,10.0,1,0,0,24.0,10,13.07,0
23,121943.0,UK,Mobile,Facebook,Product Launch,6,294.0,0,0,1,26.0,0,13.65,0
33,40231.0,Australia,Mobile,TikTok,Discount,5,302.0,2,2,0,32.0,20,4.29,0
56,100064.0,Canada,Mobile,Facebook,Discount,5,426.0,4,2,0,4.0,15,12.14,1
58,63356.0,Canada,Desktop,Google,Product Launch,6,598.0,1,1,4,29.0,5,19.9,1
60,62907.0,USA,Desktop,Instagram,Newsletter,2,350.0,1,1,0,62.0,0,20.18,0
69,87128.0,Canada,Mobile,Instagram,Product Launch,8,273.0,1,0,1,20.0,0,2.14,0
30,74513.0,USA,Tablet,Instagram,Retargeting,4,212.0,3,0,0,36.0,10,2.5,1
47,47349.0,USA,Mobile,Google,Newsletter,2,10.0,4,3,0,7.0,15,11.89,0
53,25866.0,Australia,Desktop,Referral,Product Launch,10,541.0,2,0,2,33.0,10,4.22,1
50,62967.0,USA,Desktop,Instagram,Discount,4,293.0,0,0,0,2.0,5,3.47,0
53,54294.0,USA,Mobile,Google,Product Launch,5,104.0,3,0,0,62.0,0,11.7,0
55,123323.0,USA,Tablet,Facebook,Retargeting,4,165.0,5,1,1,50.0,0,14.62,0
48,52416.0,Australia,Tablet,Facebook,Newsletter,4,392.0,1,1,0,67.0,15,21.73,0
28,101887.0,Australia,Mobile,TikTok,Discount,3,40.0,2,1,0,24.0,20,17.07,1
65,59041.0,UK,Mobile,Google,Retargeting,7,380.0,2,0,1,24.0,0,21.18,1
47,102521.0,USA,Desktop,Instagram,Retargeting,5,265.0,3,0,0,0.0,15,5.58,0
41,89261.0,Canada,Mobile,Facebook,Newsletter,1,16.0,4,0,0,106.0,10,11.95,0
64,104416.0,USA,Mobile,Instagram,Brand Awareness,3,291.0,0,0,2,0.0,10,8.6,0
26,81392.0,Canada,Desktop,Google,Retargeting,8,584.0,2,1,1,79.0,15,11.36,0
68,91650.0,USA,Mobile,Google,Retargeting,3,210.0,1,0,0,72.0,25,10.18,0
38,66856.0,USA,Tablet,Instagram,Product Launch,5,273.0,2,0,0,17.0,0,17.34,0
56,49014.0,USA,Mobile,Google,Newsletter,5,229.0,2,0,1,38.0,0,2.58,0
51,107436.0,USA,Mobile,Email,Product Launch,10,609.0,2,2,0,28.0,15,6.77,0
55,113936.0,UK,Mobile,Email,Discount,6,113.0,2,2,1,25.0,15,12.32,0
58,84887.0,UK,Desktop,Email,Brand Awareness,9,713.0,5,2,0,0.0,10,11.01,1
63,119669.0,UK,Desktop,Facebook,Discount,4,258.0,2,0,0,24.0,5,11.55,0
37,51055.0,Canada,Desktop,Instagram,Discount,1,10.0,0,0,0,0.0,20,16.14,0
63,71308.0,USA,Mobile,TikTok,Brand Awareness,9,402.0,2,0,0,13.0,10,10.95,0
33,59042.0,Canada,Mobile,Email,Newsletter,7,405.0,6,2,1,26.0,0,21.13,0
68,85588.0,USA,Mobile,Instagram,Retargeting,3,118.0,1,0,0,8.0,10,10.85,0
44,47386.0,Canada,Mobile,Google,Newsletter,7,495.0,4,1,0,18.0,10,13.02,0
28,78068.0,USA,Mobile,Google,Newsletter,7,342.0,3,1,1,12.0,20,7.82,0
19,87936.0,USA,Tablet,Referral,Discount,7,364.0,1,0,1,20.0,0,9.06,0
19,105766.0,USA,Desktop,TikTok,Discount,9,678.0,2,1,0,32.0,10,7.75,0
48,77085.0,UK,Desktop,Instagram,Newsletter,8,565.0,7,3,1,0.0,0,6.18,1
65,120712.0,USA,Desktop,Google,Discount,4,165.0,0,0,0,19.0,10,16.83,1
67,50932.0,USA,Mobile,Email,Product Launch,7,285.0,5,2,1,3.0,25,14.91,1
36,84247.0,UK,Desktop,Google,Brand Awareness,5,428.0,1,0,1,8.0,15,11.07,1
33,112287.0,Canada,Mobile,Google,Discount,6,220.0,1,0,0,59.0,25,10.86,0
64,43078.0,USA,Mobile,Google,Newsletter,6,163.0,6,3,0,25.0,5,18.34,1
58,68990.0,USA,Mobile,Email,Brand Awareness,5,204.0,1,0,1,67.0,0,6.25,0
19,76604.0,USA,Mobile,Instagram,Brand Awareness,4,150.0,1,0,1,16.0,0,32.94,1
60,100992.0,USA,Tablet,Referral,Product Launch,6,251.0,2,0,0,12.0,0,8.69,0
47,90917.0,USA,Desktop,Facebook,Product Launch,4,149.0,1,0,2,11.0,10,25.02,0
38,49326.0,Australia,Mobile,Facebook,Product Launch,2,264.0,3,3,0,29.0,0,12.41,0
42,60578.0,USA,Desktop,Referral,Retargeting,5,559.0,6,3,1,10.0,10,20.85,1
68,66082.0,Australia,Desktop,Instagram,Newsletter,8,536.0,4,1,1,1.0,20,4.68,0
50,94328.0,USA,Mobile,Facebook,Retargeting,4,280.0,7,4,0,0.0,0,18.11,1
69,106750.0,USA,Mobile,Facebook,Product Launch,4,10.0,2,0,1,13.0,0,21.94,0
19,72903.0,Australia,Tablet,Google,Retargeting,10,337.0,1,1,1,0.0,15,25.52,0
19,50594.0,UK,Desktop,Google,Product Launch,2,374.0,4,3,0,1.0,0,3.45,0
24,43790.0,Australia,Mobile,Email,Product Launch,8,307.0,3,0,3,14.0,10,8.34,1
24,86442.0,UK,Desktop,Instagram,Product Launch,8,614.0,3,1,1,18.0,15,12.43,1
51,99150.0,Canada,Desktop,Facebook,Retargeting,7,554.0,1,0,1,14.0,20,21.18,1
24,62384.0,USA,Tablet,Google,Newsletter,4,351.0,6,2,0,23.0,10,9.49,1
22,46924.0,USA,Mobile,Email,Discount,8,483.0,5,1,0,39.0,20,21.4,1
61,49198.0,USA,Desktop,Referral,Retargeting,10,755.0,3,2,3,38.0,0,16.27,1
44,75346.0,UK,Desktop,Instagram,Brand Awareness,5,446.0,1,0,2,0.0,15,19.97,0
39,32272.0,USA,Mobile,Instagram,Discount,6,434.0,2,1,0,20.0,0,17.74,0
45,56143.0,Australia,Desktop,Google,Brand Awareness,3,139.0,3,0,0,7.0,20,8.89,0
44,69974.0,Canada,Mobile,TikTok,Discount,3,332.0,4,1,0,1.0,20,11.35,0
18,31867.0,USA,Mobile,Facebook,Brand Awareness,7,283.0,2,0,1,46.0,0,11.36,0
56,78261.0,USA,Mobile,TikTok,Retargeting,13,549.0,2,1,1,4.0,20,22.23,1
30,51006.0,USA,Mobile,Facebook,Retargeting,10,278.0,1,0,0,38.0,25,21.82,0
39,90824.0,UK,Mobile,Instagram,Retargeting,7,418.0,1,0,0,10.0,20,8.39,1
41,26441.0,USA,Mobile,Email,Newsletter,1,10.0,5,0,0,33.0,0,23.81,0
40,93553.0,USA,Desktop,Google,Retargeting,5,160.0,3,0,2,6.0,10,24.03,0
58,38017.0,USA,Desktop,Facebook,Product Launch,14,517.0,1,0,1,-0.0,10,11.57,1
20,73087.0,USA,Mobile,Google,Newsletter,4,122.0,2,0,0,2.0,5,13.32,0
67,86472.0,UK,Mobile,TikTok,Discount,2,75.0,1,0,1,18.0,20,14.46,0
47,62612.0,UK,Desktop,Google,Product Launch,5,143.0,2,0,0,10.0,0,14.4,0
22,76008.0,USA,Desktop,Facebook,Discount,9,502.0,0,0,0,2.0,0,33.72,0
45,70919.0,USA,Mobile,Google,Brand Awareness,5,271.0,1,0,0,39.0,0,10.1,0
32,66871.0,Canada,Desktop,Facebook,Brand Awareness,7,633.0,0,0,0,1.0,15,5.51,1
38,98109.0,Canada,Mobile,Google,Discount,8,269.0,1,0,1,24.0,15,13.14,0
54,46850.0,UK,Mobile,Facebook,Brand Awareness,7,350.0,1,0,0,28.0,10,13.65,1
21,87904.0,USA,Mobile,TikTok,Product Launch,1,289.0,2,1,1,0.0,5,26.84,0
34,108391.0,USA,Desktop,Facebook,Newsletter,2,185.0,4,2,0,27.0,0,18.94,0
57,88911.0,USA,Mobile,Email,Product Launch,5,490.0,1,0,0,18.0,5,3.86,1
48,52208.0,USA,Mobile,Google,Retargeting,10,402.0,3,2,1,15.0,0,18.01,0
48,80278.0,USA,Mobile,Email,Discount,12,577.0,3,3,0,0.0,20,37.92,1
42,86714.0,USA,Desktop,TikTok,Discount,8,550.0,1,0,1,5.0,25,19.35,0
45,89026.0,USA,Mobile,Google,Discount,5,71.0,0,0,2,0.0,20,5.14,0
53,30424.0,USA,Desktop,Facebook,Discount,9,638.0,0,0,1,56.0,10,3.15,1
19,26485.0,USA,Desktop,Instagram,Newsletter,7,485.0,3,1,2,28.0,15,28.1,1
18,103790.0,USA,Mobile,Email,Discount,2,108.0,6,5,1,45.0,10,11.1,0
32,86334.0,UK,Desktop,Google,Brand Awareness,6,644.0,1,0,1,0.0,15,6.02,0
35,78029.0,Australia,Mobile,Facebook,Discount,6,300.0,2,2,0,0.0,20,10.55,1
58,66989.0,USA,Desktop,Referral,Discount,5,346.0,1,1,1,20.0,0,11.35,0
55,89844.0,USA,Mobile,Google,Newsletter,3,10.0,0,0,2,39.0,10,19.44,0
69,103850.0,USA,Mobile,TikTok,Product Launch,1,10.0,0,0,1,15.0,15,8.34,0
23,88727.0,USA,Desktop,Google,Brand Awareness,8,547.0,0,0,0,26.0,5,7.69,0
18,56681.0,Canada,Mobile,Google,Newsletter,1,10.0,3,0,1,6.0,0,7.55,1
22,77803.0,USA,Desktop,Email,Product Launch,8,395.0,0,0,0,11.0,10,16.89,0
60,115887.0,USA,Mobile,Instagram,Retargeting,3,227.0,4,2,0,5.0,0,6.46,0
64,71320.0,Canada,Desktop,Referral,Brand Awareness,6,435.0,1,1,0,21.0,20,17.95,1
20,53272.0,Australia,Desktop,TikTok,Retargeting,10,1157.0,3,2,0,32.0,0,6.1,1
63,95873.0,USA,Mobile,Email,Newsletter,6,72.0,5,2,0,5.0,15,16.85,0
69,61626.0,USA,Desktop,TikTok,Retargeting,3,177.0,2,1,1,42.0,0,1.37,0
29,74800.0,Canada,Mobile,Instagram,Newsletter,3,150.0,1,0,0,23.0,15,16.17,0
47,111058.0,USA,Mobile,Email,Brand Awareness,7,385.0,2,0,0,8.0,0,13.91,0
27,98646.0,UK,Tablet,Google,Newsletter,6,364.0,3,0,0,8.0,5,11.78,0
38,51951.0,USA,Desktop,TikTok,Product Launch,5,492.0,3,3,1,25.0,20,9.33,1
52,92828.0,UK,Tablet,Email,Discount,8,276.0,2,1,1,0.0,25,10.4,1
28,98513.0,UK,Mobile,Google,Discount,3,125.0,3,1,1,48.0,25,5.81,1
21,105398.0,USA,Mobile,Google,Product Launch,5,310.0,2,2,0,46.0,0,1.83,0
30,74259.0,USA,Mobile,Google,Brand Awareness,7,409.0,1,0,0,48.0,25,10.95,0
44,77042.0,USA,Mobile,Instagram,Discount,7,283.0,2,2,0,0.0,15,13.15,0
59,114194.0,USA,Desktop,Facebook,Newsletter,4,139.0,3,1,0,1.0,20,10.97,0
62,37363.0,Australia,Mobile,Google,Brand Awareness,2,21.0,2,2,1,5.0,0,10.61,0
47,52757.0,USA,Desktop,Facebook,Brand Awareness,1,81.0,3,0,1,80.0,15,1.48,0
48,54120.0,USA,Desktop,Facebook,Newsletter,3,87.0,3,0,0,6.0,0,4.57,0
47,91312.0,USA,Mobile,TikTok,Discount,6,57.0,2,1,0,45.0,20,11.92,0
32,91076.0,USA,Mobile,Instagram,Discount,1,10.0,3,0,0,62.0,10,9.8,0
26,76598.0,Australia,Mobile,Email,Product Launch,9,391.0,3,0,1,12.0,5,52.09,1
32,96270.0,USA,Mobile,Google,Newsletter,5,45.0,1,0,0,42.0,10,13.14,0
63,61166.0,UK,Tablet,Email,Brand Awareness,5,430.0,3,1,0,15.0,5,6.79,0
36,56855.0,USA,Tablet,Google,Product Launch,2,95.0,1,0,4,29.0,0,7.22,0
36,68074.0,USA,Mobile,Email,Product Launch,4,278.0,4,2,0,3.0,25,0.9,0
63,32408.0,UK,Desktop,Instagram,Newsletter,1,145.0,2,0,1,0.0,15,7.51,0
38,44251.0,UK,Mobile,Referral,Product Launch,6,529.0,3,1,2,15.0,20,16.68,1
39,78141.0,USA,Mobile,Email,Newsletter,5,10.0,5,1,1,10.0,0,24.18,0
50,68600.0,Canada,Mobile,Google,Product Launch,7,450.0,0,0,2,66.0,10,20.14,0
46,57042.0,Australia,Desktop,Google,Product Launch,10,738.0,2,1,0,6.0,0,15.25,1
30,96561.0,UK,Desktop,Facebook,Discount,6,524.0,3,1,0,32.0,0,3.97,0
33,85112.0,USA,Desktop,TikTok,Discount,6,540.0,3,2,2,0.0,20,14.16,1
32,74471.0,USA,Mobile,Instagram,Retargeting,7,87.0,0,0,1,45.0,10,23.89,0
58,73899.0,Canada,Desktop,Instagram,Newsletter,3,146.0,6,2,0,13.0,15,11.75,1
35,97215.0,USA,Desktop,Email,Brand Awareness,5,497.0,2,1,0,17.0,20,39.44,0
67,124242.0,Canada,Mobile,Referral,Newsletter,8,259.0,3,2,3,0.0,5,3.28,1
18,54652.0,USA,Mobile,Referral,Brand Awareness,7,255.0,0,0,0,34.0,15,36.02,1
54,69773.0,UK,Desktop,Instagram,Retargeting,12,775.0,1,1,3,0.0,5,12.23,1
41,61607.0,UK,Mobile,Google,Newsletter,3,128.0,1,0,0,35.0,0,18.82,0
29,81596.0,Canada,Mobile,Google,Product Launch,8,556.0,1,1,0,33.0,10,5.08,0
42,47470.0,USA,Mobile,Facebook,Discount,2,60.0,0,0,0,4.0,15,2.54,0
67,69585.0,USA,Mobile,Google,Discount,6,380.0,4,1,2,38.0,15,3.67,1
62,107849.0,USA,Mobile,Referral,Newsletter,5,99.0,4,0,0,3.0,20,16.86,0
58,67736.0,USA,Mobile,TikTok,Newsletter,9,409.0,5,1,0,9.0,10,31.21,1
28,50146.0,Canada,Mobile,Google,Discount,7,435.0,0,0,0,4.0,5,13.01,0
33,83905.0,Australia,Desktop,Instagram,Retargeting,9,936.0,0,0,3,53.0,5,4.61,1
61,89096.0,USA,Desktop,Email,Discount,1,185.0,8,3,0,3.0,5,14.89,0
35,59861.0,Australia,Mobile,TikTok,Product Launch,6,238.0,2,0,0,80.0,5,13.85,0
54,101721.0,USA,Mobile,Facebook,Retargeting,6,317.0,2,1,1,7.0,15,9.98,0
33,75616.0,USA,Mobile,Facebook,Discount,7,372.0,2,1,1,15.0,10,8.73,1
31,101338.0,UK,Desktop,Facebook,Discount,5,279.0,2,0,0,50.0,10,21.38,0
33,89474.0,USA,Desktop,Email,Discount,7,317.0,3,2,0,30.0,5,27.32,0
53,73146.0,USA,Desktop,Email,Discount,8,369.0,4,1,0,0.0,15,9.86,1
54,65288.0,USA,Desktop,Google,Retargeting,8,307.0,1,0,1,0.0,20,4.19,0
57,90058.0,Canada,Desktop,Instagram,Discount,5,306.0,2,0,1,1.0,15,25.77,0
47,54110.0,Canada,Mobile,Facebook,Product Launch,6,227.0,1,0,0,20.0,15,9.58,0
21,43018.0,USA,Desktop,Facebook,Discount,6,318.0,2,1,1,15.0,20,18.7,0
47,110490.0,USA,Desktop,TikTok,Discount,8,736.0,2,1,1,18.0,0,3.84,1
35,45860.0,USA,Desktop,Facebook,Retargeting,8,389.0,4,1,0,0.0,5,4.99,0
57,62761.0,USA,Desktop,Google,Discount,1,93.0,1,0,0,12.0,0,12.54,0
24,63290.0,UK,Desktop,Google,Newsletter,5,235.0,2,0,1,0.0,0,12.45,0
64,71571.0,Canada,Desktop,Instagram,Newsletter,3,530.0,6,2,0,27.0,15,13.99,0
45,44208.0,UK,Mobile,Facebook,Brand Awareness,9,742.0,0,0,1,2.0,0,10.28,0
26,51392.0,UK,Desktop,Referral,Newsletter,4,375.0,7,1,1,14.0,0,32.87,1
18,86903.0,USA,Desktop,TikTok,Product Launch,5,157.0,1,0,1,0.0,10,12.46,0
38,78808.0,Canada,Mobile,Email,Brand Awareness,5,126.0,6,4,1,0.0,5,14.8,1
34,31881.0,Australia,Mobile,Email,Newsletter,8,360.0,5,2,0,18.0,20,23.27,0
37,90794.0,USA,Mobile,Google,Newsletter,5,123.0,3,2,2,8.0,5,4.99,0
55,86513.0,Australia,Desktop,TikTok,Newsletter,4,203.0,1,0,2,5.0,10,8.66,0
63,68728.0,Australia,Mobile,TikTok,Newsletter,1,10.0,4,1,3,0.0,5,7.6,0
58,44127.0,USA,Mobile,Facebook,Product Launch,9,412.0,3,0,0,62.0,15,7.4,0
50,106487.0,USA,Mobile,Google,Retargeting,3,167.0,2,0,0,21.0,5,5.82,0
59,128332.0,USA,Desktop,TikTok,Product Launch,3,284.0,0,0,1,59.0,10,23.51,0
65,60737.0,USA,Desktop,Google,Discount,9,801.0,0,0,0,28.0,10,34.69,1
20,30895.0,USA,Mobile,Referral,Retargeting,3,71.0,2,0,0,41.0,20,8.63,0
18,120957.0,USA,Mobile,Referral,Brand Awareness,6,423.0,1,0,3,0.0,10,2.07,1
43,77287.0,UK,Mobile,Email,Retargeting,11,448.0,4,0,0,22.0,0,20.08,1
59,84531.0,USA,Mobile,Google,Brand Awareness,6,140.0,3,2,0,-0.0,10,14.01,0
65,83132.0,Canada,Mobile,Referral,Retargeting,13,725.0,4,0,0,0.0,15,32.18,1
66,54921.0,UK,Mobile,Instagram,Brand Awareness,6,432.0,2,0,1,0.0,10,23.2,0
36,65460.0,Canada,Tablet,Google,Brand Awareness,8,555.0,0,0,0,0.0,15,33.32,0
32,62426.0,UK,Desktop,Google,Retargeting,8,279.0,2,0,0,11.0,10,6.96,0
45,78813.0,USA,Desktop,TikTok,Retargeting,7,475.0,4,1,2,110.0,0,4.24,0
23,63595.0,Canada,Mobile,Facebook,Brand Awareness,6,247.0,1,0,0,89.0,5,3.8,0
22,102961.0,USA,Tablet,Email,Discount,4,160.0,2,0,0,26.0,15,10.43,0
57,69796.0,Australia,Mobile,Email,Product Launch,6,225.0,1,0,0,6.0,0,19.94,0
24,101353.0,Canada,Mobile,Google,Retargeting,11,486.0,5,0,0,75.0,0,5.88,0
26,45559.0,USA,Desktop,Email,Brand Awareness,4,244.0,5,4,1,0.0,0,8.09,1
51,74554.0,USA,Desktop,Facebook,Brand Awareness,2,406.0,0,0,1,38.0,20,5.56,0
53,77308.0,USA,Mobile,Google,Newsletter,6,134.0,3,0,2,3.0,15,16.28,0
60,54866.0,USA,Desktop,Instagram,Discount,8,557.0,2,1,1,2.0,10,14.08,1
29,82617.0,USA,Desktop,TikTok,Brand Awareness,4,367.0,0,0,0,10.0,10,12.55,0
47,69734.0,USA,Mobile,Instagram,Retargeting,7,315.0,1,0,1,0.0,15,4.08,0
62,108905.0,USA,Mobile,Instagram,Brand Awareness,7,169.0,1,0,1,11.0,15,10.49,0
22,100612.0,USA,Mobile,Google,Newsletter,4,165.0,5,3,0,14.0,5,4.67,1
66,76475.0,USA,Desktop,TikTok,Discount,3,291.0,2,0,0,1.0,0,8.4,0
53,62307.0,Canada,Desktop,Google,Discount,5,307.0,2,0,2,9.0,10,3.74,0
23,73746.0,Canada,Desktop,Google,Discount,3,194.0,2,1,0,40.0,25,16.77,1
19,102305.0,UK,Mobile,Facebook,Brand Awareness,5,68.0,0,0,0,2.0,0,18.09,0
54,80501.0,USA,Mobile,Google,Discount,1,10.0,4,2,3,2.0,5,3.49,0
58,68823.0,USA,Mobile,Instagram,Product Launch,5,182.0,1,0,1,0.0,15,42.54,1
34,62992.0,UK,Desktop,Google,Retargeting,6,291.0,5,3,2,36.0,0,4.97,0
19,31227.0,USA,Mobile,Google,Brand Awareness,5,10.0,2,0,1,0.0,15,7.19,0
61,94909.0,UK,Mobile,Email,Discount,4,21.0,0,0,0,33.0,20,8.98,0
34,58910.0,USA,Tablet,Instagram,Newsletter,6,329.0,6,2,0,36.0,15,9.74,0
23,75203.0,USA,Desktop,Facebook,Discount,5,350.0,0,0,0,10.0,10,18.32,0
50,80688.0,Australia,Desktop,Email,Product Launch,3,288.0,0,0,1,18.0,15,16.34,0
52,56481.0,USA,Mobile,Facebook,Discount,6,448.0,1,1,0,11.0,10,10.88,0
66,65630.0,USA,Mobile,Google,Discount,10,530.0,1,0,1,8.0,10,5.62,0
66,79434.0,Canada,Desktop,Instagram,Newsletter,3,489.0,3,1,0,0.0,15,6.78,1
40,104859.0,USA,Desktop,Instagram,Product Launch,5,468.0,0,0,1,0.0,15,23.28,0
22,69904.0,Australia,Desktop,Facebook,Newsletter,4,182.0,1,0,0,9.0,10,14.93,1
42,68227.0,USA,Desktop,Email,Newsletter,7,462.0,5,1,2,2.0,10,20.12,1
27,71540.0,UK,Tablet,Email,Brand Awareness,2,40.0,2,1,0,-0.0,15,14.08,0
61,63616.0,UK,Tablet,Email,Newsletter,8,374.0,11,8,0,-0.0,5,27.63,1
54,91915.0,USA,Mobile,Google,Retargeting,9,422.0,2,1,2,0.0,20,8.02,1
52,47560.0,USA,Desktop,Referral,Product Launch,5,310.0,4,1,0,0.0,10,3.55,0
60,69785.0,UK,Desktop,Instagram,Product Launch,12,783.0,2,0,0,25.0,0,42.13,0
66,72274.0,Canada,Mobile,Referral,Brand Awareness,10,605.0,0,0,1,3.0,5,13.17,1
65,90561.0,USA,Mobile,Instagram,Brand Awareness,7,514.0,1,0,1,56.0,15,7.58,0
64,83638.0,Australia,Mobile,Google,Newsletter,8,317.0,3,0,0,15.0,10,16.67,0
50,57516.0,UK,Tablet,Google,Newsletter,4,308.0,2,0,0,78.0,5,14.38,0
49,63644.0,USA,Mobile,Instagram,Discount,8,400.0,4,2,0,90.0,15,7.89,0
63,45763.0,USA,Mobile,Google,Retargeting,11,499.0,4,2,1,0.0,15,9.7,1
62,69060.0,USA,Tablet,Instagram,Newsletter,1,300.0,1,1,1,19.0,5,11.19,0
47,68702.0,USA,Mobile,Email,Newsletter,5,392.0,5,3,3,0.0,0,7.57,1
36,39741.0,UK,Mobile,Instagram,Discount,7,333.0,3,0,1,43.0,0,2.46,0
52,76330.0,USA,Desktop,Email,Newsletter,6,366.0,5,2,0,62.0,0,7.29,0
18,122609.0,USA,Desktop,Google,Brand Awareness,5,563.0,0,0,1,12.0,0,10.63,0
42,78680.0,USA,Desktop,Email,Newsletter,5,247.0,5,0,1,0.0,25,21.93,0
44,61370.0,UK,Desktop,Google,Newsletter,6,321.0,4,1,0,36.0,20,18.57,0
24,59001.0,USA,Mobile,Google,Retargeting,6,386.0,4,0,2,0.0,10,12.35,1
69,99870.0,USA,Desktop,Instagram,Retargeting,9,791.0,1,1,1,56.0,10,8.28,0
25,70964.0,USA,Mobile,Referral,Retargeting,10,306.0,2,0,0,9.0,10,9.61,0
32,57426.0,USA,Mobile,Instagram,Discount,9,572.0,0,0,2,0.0,25,14.11,0
18,38155.0,USA,Desktop,Google,Newsletter,3,232.0,5,2,1,0.0,5,12.44,0
45,92678.0,USA,Desktop,Google,Newsletter,3,39.0,4,1,0,6.0,20,5.25,1
46,25000.0,Australia,Mobile,Google,Discount,6,390.0,1,1,1,36.0,20,14.63,0
61,78452.0,UK,Mobile,Email,Product Launch,5,48.0,2,0,0,41.0,0,17.42,0
48,54247.0,USA,Tablet,Facebook,Product Launch,2,154.0,0,0,2,0.0,20,6.55,0
61,95819.0,USA,Mobile,Google,Retargeting,10,550.0,3,1,0,0.0,0,26.33,1
51,69038.0,Canada,Mobile,Referral,Discount,6,194.0,3,1,0,13.0,25,12.01,0
62,59757.0,USA,Desktop,Facebook,Newsletter,5,442.0,1,0,2,0.0,10,6.38,0
36,97841.0,USA,Mobile,Email,Discount,3,10.0,2,2,1,12.0,10,5.76,0
59,42002.0,UK,Mobile,Google,Newsletter,4,178.0,4,1,1,10.0,10,3.78,0
67,89569.0,Canada,Mobile,Facebook,Retargeting,7,532.0,5,1,0,0.0,25,6.79,1
48,87842.0,USA,Tablet,Referral,Discount,6,336.0,1,0,1,56.0,10,9.5,0
53,25000.0,Australia,Tablet,Google,Newsletter,5,366.0,4,1,1,24.0,0,11.46,0
19,49218.0,USA,Mobile,Email,Discount,4,165.0,1,0,0,5.0,10,13.82,0
63,50229.0,USA,Mobile,Referral,Discount,6,184.0,0,0,3,25.0,10,15.72,1
23,60603.0,USA,Mobile,Instagram,Newsletter,3,302.0,1,0,1,27.0,0,11.89,0
18,73213.0,USA,Desktop,Google,Retargeting,9,271.0,7,2,1,0.0,0,6.22,1
48,66246.0,USA,Mobile,Instagram,Brand Awareness,2,10.0,2,0,1,0.0,20,17.21,0
63,84656.0,Canada,Mobile,Google,Product Launch,3,54.0,1,0,1,57.0,20,8.13,0
33,60196.0,Canada,Mobile,Email,Brand Awareness,8,294.0,3,0,2,49.0,15,26.62,1
53,37549.0,Canada,Mobile,Email,Brand Awareness,6,264.0,3,1,1,0.0,0,26.28,1
45,25000.0,USA,Mobile,Instagram,Retargeting,7,430.0,1,0,0,49.0,5,4.18,0
62,45496.0,USA,Mobile,Google,Discount,3,10.0,2,0,1,18.0,10,22.16,0
46,54320.0,USA,Mobile,Instagram,Brand Awareness,3,124.0,1,0,2,24.0,10,19.96,0
22,51752.0,USA,Desktop,Facebook,Newsletter,5,415.0,6,2,2,22.0,20,17.61,1
51,82209.0,USA,Mobile,Email,Discount,12,652.0,3,0,0,0.0,0,10.15,1
54,68334.0,UK,Desktop,Instagram,Discount,4,460.0,2,1,1,7.0,0,16.11,1
66,33448.0,USA,Mobile,TikTok,Retargeting,4,252.0,0,0,1,40.0,25,22.72,0
69,51877.0,USA,Mobile,Google,Brand Awareness,8,340.0,1,0,0,30.0,15,52.72,1
63,59766.0,USA,Mobile,Instagram,Retargeting,8,341.0,2,1,1,0.0,25,8.75,1
55,123547.0,USA,Desktop,Email,Newsletter,7,342.0,11,6,0,69.0,5,15.06,1
21,84851.0,Australia,Tablet,Referral,Product Launch,4,377.0,0,0,0,13.0,10,7.3,0
59,63313.0,Australia,Mobile,Google,Retargeting,3,240.0,1,0,0,11.0,15,16.23,0
39,80007.0,USA,Desktop,Instagram,Newsletter,4,220.0,1,0,0,14.0,5,5.2,0
21,93176.0,Canada,Mobile,Instagram,Product Launch,3,10.0,1,0,0,39.0,5,7.7,0
45,46140.0,USA,Mobile,Google,Brand Awareness,8,592.0,3,0,1,26.0,15,31.93,0
36,109283.0,USA,Desktop,Email,Brand Awareness,5,551.0,1,0,1,7.0,0,9.12,0
